run_name,rebalance_every_n_days,partial_rebalance,ann_return,ann_vol,sharpe,max_drawdown,hit_rate,net_hit_rate,total_turnover,total_tc,outdir
mean_reversion_run_020_20260202_005445,5,1.0,-0.012941826105458114,0.06976583395538978,-0.18550378275035714,0.07958352870905057,0.47876447876447875,0.46525096525096526,92.53534044780267,0.04626767022390134,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_020_20260202_005445_2026-02-02_00-54-45
mean_reversion_run_021_20260202_005445,10,0.1,-0.010016872522054843,0.01735363513977644,-0.57722041758819,0.023725644795602824,0.4034749034749035,0.4034749034749035,5.151919478369413,0.0025759597391847066,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_021_20260202_005445_2026-02-02_00-54-45
mean_reversion_run_022_20260202_005445,10,0.2,-0.01290732173753254,0.025128824795966166,-0.5136460555690014,0.02926216188921371,0.444015444015444,0.4420849420849421,10.470654097831732,0.005235327048915866,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_022_20260202_005445_2026-02-02_00-54-45
mean_reversion_run_023_20260202_005445,10,0.30000000000000004,-0.015979197256451125,0.03137915098201095,-0.5092297514872752,0.036443256682399894,0.4613899613899614,0.45366795366795365,16.005538813181154,0.008002769406590575,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_023_20260202_005445_2026-02-02_00-54-45
mean_reversion_run_024_20260202_005445,10,0.4,-0.018811400966575107,0.0365470626345854,-0.5147171786323919,0.04311740622504634,0.47104247104247104,0.46525096525096526,21.80254686774142,0.010901273433870711,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_024_20260202_005445_2026-02-02_00-54-45
mean_reversion_run_025_20260202_005445,10,0.5,-0.0209418642666053,0.040913409437809536,-0.5118582038106113,0.04842290557723483,0.46525096525096526,0.4575289575289575,27.926121354225707,0.013963060677112853,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_025_20260202_005445_2026-02-02_00-54-46
mean_reversion_run_026_20260202_005446,10,0.6,-0.022311111370070982,0.0447841016267402,-0.4981926746242736,0.052286415310800693,0.4594594594594595,0.4517374517374517,34.45469783465387,0.017227348917326933,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_026_20260202_005446_2026-02-02_00-54-46
mean_reversion_run_027_20260202_005446,10,0.7000000000000001,-0.02306895893094877,0.04843901176730325,-0.47624751392059805,0.055044276396544634,0.4555984555984556,0.44787644787644787,41.47308595234438,0.02073654297617219,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_027_20260202_005446_2026-02-02_00-54-46
mean_reversion_run_028_20260202_005446,10,0.8,-0.023474735898813718,0.052118374200316446,-0.45041189904713463,0.05897227891244483,0.4575289575289575,0.444015444015444,49.098511935283575,0.02454925596764179,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_028_20260202_005446_2026-02-02_00-54-46
mean_reversion_run_029_20260202_005446,10,0.9,-0.02385601648711631,0.05602074283744003,-0.42584255900249773,0.0658650063981625,0.47297297297297297,0.4613899613899614,57.506715136579075,0.02875335756828954,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_029_20260202_005446_2026-02-02_00-54-46
mean_reversion_run_030_20260202_005446,10,1.0,-0.02459135198416722,0.060307666435935346,-0.4077649399731051,0.07263859727309308,0.48455598455598453,0.4768339768339768,66.99192825747932,0.03349596412873966,c:\Users\joelb\OneDrive - Nexus365\Docs\A Coding Practice\Quant_Practice_1\Python_files\..\data\mean_reversion_run_030_20260202_005446_2026-02-02_00-54-46
