Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM,A,ABBV,ABT,ACN,ADBE,AES,AFL,AMD,AOS,MMM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15,111.73930358886719,177.40762329101562,131.50027465820312,321.6015625,404.69000244140625,12.08045768737793,104.08529663085938,114.98999786376953,68.7138900756836,146.70394897460938,111.73930358886719,177.8275191999974,131.57915171662435,322.3876396298914,404.8500061035156,12.343500365275473,104.27225504173646,117.5,68.77328491867053,147.1379133070305,108.28969936653438,172.4178038677487,127.06269528904619,318.168749371515,399.3500061035156,12.002519322615383,102.3042970566352,114.01000213623047,67.14995929201731,143.37021194657865,110.62588432532847,173.83370282601172,127.06269528904619,318.6264517155044,399.3500061035156,12.099942743117865,102.3042970566352,117.0199966430664,67.57558583309631,144.32693511675413,1873900,12073300,8406400,3050400,2763800,14632400,1521900,43843200,1468000,4472100
2025-05-16,113.10124206542969,179.69261169433594,132.93016052246094,316.1090393066406,417.1300048828125,11.895354270935059,105.108642578125,117.16999816894531,69.80269622802734,151.01409912109375,113.1608945352556,179.74143888026376,133.41335398711465,316.47719316777403,421.7699890136719,12.18762360254768,105.28575910868787,118.23999786376953,69.82249702525257,151.18177020876388,110.16858557619568,176.27491727890168,130.92832033341642,308.1886602187973,412.05999755859375,11.827158434228265,103.6818759482095,116.01000213623047,68.59511190998943,146.91104117014612,111.6200025994932,177.03657369948698,131.3030390320422,315.84039387531044,414.6199951171875,12.18762360254768,104.02626711675829,118.06999969482422,68.77328132605919,147.38446630297435,1812000,6152800,7128700,3968000,5391500,13460500,3427200,43419700,1580100,4204500
2025-05-19,112.773193359375,181.34286499023438,133.6697540283203,317.80059814453125,420.67999267578125,11.408239364624023,104.72489166259766,114.73999786376953,69.79280853271484,152.02999877929688,112.80301580353388,181.43074498141257,133.80781145035724,319.293133525581,421.2699890136719,11.749220416418128,105.63999248874113,115.52999877929688,69.86209622453445,152.14835130032822,111.37147780752089,178.21810401534051,132.66389849797682,313.5020889593375,413.20001220703125,11.06725831282992,104.32145664453363,114.05999755859375,68.95145583153614,149.04147722394575,111.83871632480559,179.88789834754897,133.1273802106287,314.2185071568698,413.5299987792969,11.710251232992968,105.14800295871053,115.0199966430664,69.02074352335575,149.8699749709926,2086300,5216700,8012800,2247300,3008000,19366800,1690000,37737400,1194200,2613600
2025-05-20,112.81295776367188,180.5030975341797,133.32461547851562,318.5866394042969,417.6099853515625,10.950350761413574,103.92787170410156,113.51000213623047,68.91184997558594,152.0398712158203,113.46907428077014,181.6260483245875,133.94588145962894,318.73588686667813,419.1300048828125,11.213393446329956,104.99056339045396,114.51000213623047,70.00065961120072,152.61193353946666,111.99777810027811,179.3215451799543,132.6737668361238,315.8105455068767,414.2900085449219,10.872412394571377,103.62283308862118,112.08000183105469,68.75347382040304,151.15219712218138,112.78312773533027,180.51285701149993,133.12739272094802,316.87519764900276,417.8699951171875,10.989319944834673,104.64617221861917,114.3499984741211,69.59482637738762,151.1620548165853,2245800,5505100,6455300,2930500,2453000,25909700,1868400,29030800,947600,2529700
2025-05-21,108.26981353759766,177.5248260498047,131.20445251464844,316.1388854980469,414.0299987792969,9.8689546585083,102.4437484741211,112.05999755859375,66.43728637695312,147.35488891601562,111.94806132205929,180.46403805347438,134.28116985256324,321.2532907868684,422.95001220703125,10.969835188374129,103.8487121013846,116.0999984741211,68.19917975912817,151.07328639577923,108.06104127621214,177.270930628248,131.1748698515633,314.8453670212396,412.5899963378906,9.859212130937264,102.37448991640012,111.08999633789062,66.31850424771525,147.2858549571954,111.34164639120053,179.60472721121994,133.22601975921745,315.4622767675849,414.8599853515625,10.969835188374129,103.65083266464373,113.8499984741211,68.03091073988483,150.23493089630648,2859800,5140900,7209100,2788000,2495800,44831900,2380700,43594600,1385600,2661800
2025-05-22,109.03528594970703,178.24740600585938,129.67593383789062,314.8752136230469,414.3299865722656,9.381839752197266,101.36528778076172,110.70999908447266,66.68473815917969,147.72970581054688,109.54229022217352,179.24342398749732,131.03679636168957,317.6015684250478,417.8999938964844,9.635139903175054,102.79004391766904,112.63999938964844,66.9123944489733,148.50890016813995,107.33533847860537,176.01126391077244,129.35050953667215,314.4672503248547,412.510009765625,9.216220494180911,100.88047786419287,110.61000061035156,65.64541537873997,145.65844605356259,107.72304539738919,177.14398907420653,130.62262408208358,315.929936153706,412.510009765625,9.596170720647594,102.40417372202612,111.9000015258789,66.16012279410064,147.67052954033295,2379800,4689200,6277100,2996600,1889500,40712700,1700400,29252000,1383900,2862800
2025-05-23,107.89204406738281,178.9504852294922,129.4787139892578,308.03936767578125,407.69000244140625,9.732562065124512,101.44444274902344,110.30999755859375,66.33829498291016,146.31236267089844,108.41892743875225,179.7902622191959,130.3366412271267,310.17869253436896,411.45001220703125,9.810500427538233,101.82042425724332,111.0199966430664,66.466977505996,147.37289176492348,106.44062706441578,177.44670615023796,128.62077170425763,306.3378859605532,407.1499938964844,9.28441601669633,100.59354756010678,107.66999816894531,65.5761304499032,145.70776550599285,107.14645267366049,178.08141490642396,129.85343269987675,309.5617524453449,409.1099853515625,9.294158544272687,100.92005543347135,108.08999633789062,65.70480542119779,146.14387036246575,1691000,4027000,6145000,2947200,2087700,22740500,1641500,30867300,1270500,2369800
2025-05-27,110.60600280761719,181.35264587402344,131.09597778320312,313.8602600097656,413.1000061035156,9.810501098632812,102.31512451171875,114.55999755859375,67.8725357055664,148.16580200195312,111.11299950698717,181.6163007786446,131.98348777035343,314.1289357928353,414.95001220703125,9.84947028250539,102.35469435898112,115.4000015258789,67.97151703902846,148.67127890572775,109.3235846686175,179.57543748727065,129.70553242915256,310.45729659368396,411.6000061035156,9.605912651027127,101.27623862859554,112.2699966430664,66.32840575854173,145.36086872509676,110.09899852369915,179.93674677137113,130.0211008983553,311.9597614524663,412.760009765625,9.810501098632812,101.89956562929962,113.18000030517578,67.07077708719463,148.67127890572775,2103900,5726700,5591000,3248900,2680400,13960900,1683300,37885000,1739400,3155300
2025-05-28,110.22822570800781,178.7844696044922,130.18873596191406,314.41748046875,412.2300109863281,9.450035095214844,100.91015625,112.86000061035156,63.576683044433594,147.34315490722656,110.92411553928214,181.72369627015047,131.7468213621993,315.8105377252086,416.3699951171875,9.791016121324583,102.78014485394701,114.94999694824219,67.80324709532466,148.67128139131904,109.49257767796136,178.08139986320256,130.01122494308044,312.48713236095784,411.4200134277344,9.333127553745419,100.80132029539004,112.66000366210938,62.962986702444084,146.87731701564377,110.17852416726885,180.99133319797087,131.25375693351913,313.18366098918716,413.80999755859375,9.742304413437685,102.04798188089359,114.91999816894531,67.55578998913735,148.32437568528937,2733100,4787800,3622100,3437600,2246500,17583000,1745500,27483700,3501900,2297500
2025-05-29,112.61412811279297,181.25498962402344,131.00721740722656,316.1488342285156,413.3599853515625,9.791015625,101.72147369384766,113.02999877929688,64.07160186767578,148.3045654296875,116.30231946783654,182.35842152089407,131.21429602932045,316.8354028871961,415.4200134277344,9.82998480351439,101.89956820549656,115.54000091552734,64.33885223880227,149.02809477276944,112.33577519309885,178.39389811439426,129.52802420374474,313.2135026955653,410.4700012207031,9.498746321592828,100.84089737197714,112.12999725341797,63.388617788875024,146.86739759426618,116.2625536815162,179.14579510871994,129.90274291657747,315.939857425816,414.0,9.54745802701044,101.13772407426418,115.48999786376953,64.01220702269825,148.54242980350895,3837400,4925900,3078200,2557800,1780400,11828100,1854700,30501400,2027600,2621400
2025-05-30,111.26212310791016,181.73345947265625,131.72708129882812,315.2433776855469,415.0899963378906,9.829985618591309,102.4437484741211,110.7300033569336,63.655860900878906,147.03590393066406,112.24630926641647,182.29982204808132,132.26945512515235,317.40256184785744,417.8599853515625,9.946893163828147,102.90877345394047,112.11000061035156,64.17057588909636,148.12615092436468,110.1387680723641,178.70635275227235,129.91260799542593,312.52695238236834,411.5299987792969,9.664366363897807,101.01899237401351,108.62000274658203,63.20054075086577,146.29254752074894,111.37147712552198,180.64956150761196,131.03679417765673,316.5767056379404,414.1400146484375,9.752047255100083,101.5235947509044,111.58000183105469,63.67566169754409,147.41252756095616,4753600,11609000,14236800,4012700,4231300,11261000,3415400,36088500,10261000,5339800
2025-06-02,110.3972396850586,182.5927734375,131.71722412109375,312.9050598144531,403.3999938964844,9.9176664352417,102.70099639892578,114.62999725341797,62.36908721923828,145.10316467285156,110.75512417470804,182.5927734375,131.88486420263388,313.3727221018131,410.0,10.01508892432411,102.74056624684822,114.86000061035156,63.546981682292454,146.98634331241152,109.38323110286908,178.85283741921614,130.05066412907718,309.6612732950748,396.7300109863281,9.703335472702681,101.09814580787126,111.01000213623047,61.99295513746045,142.6352310794405,110.48670701519687,181.3623938936467,131.01706608912687,312.0692436687753,408.8800048828125,9.761789709430985,101.5829557053949,111.05999755859375,63.06196786993311,146.56014444122368,1757000,4435600,4464000,2340400,4153700,12773400,1809900,34078400,2434100,2825700
2025-06-03,112.09718322753906,182.84664916992188,131.8552703857422,311.3428649902344,412.489990234375,10.00534725189209,102.96813201904297,117.30999755859375,63.34901809692383,146.81785583496094,112.32582700833953,184.29184147735214,132.11165842161313,312.4274370237513,412.6400146484375,10.083285614221847,103.12644160155398,117.68000030517578,63.566781554918634,147.0458142394395,109.10487430072061,180.4737999401539,129.78439417089533,309.05432295484417,402.4800109863281,9.800758818501837,101.04866984848701,113.27999877929688,62.01275125680013,143.92372327521574,110.23817261607815,182.50487377223507,131.27344303771577,311.44237341910116,403.4599914550781,10.044316433056968,102.42395226493183,114.5,62.26020835874124,145.01397030105366,1491200,5335600,5914900,3678200,2737500,10549000,1757100,37161500,2228600,2343300
